,question_link,question,No_answer
1758,https://leetcode.cn/problems/maximum-product-of-the-length-of-two-palindromic-substrings/,1960. 两个回文子字符串长度的最大乘积,25
1759,https://leetcode.cn/problems/check-if-string-is-a-prefix-of-array/,1961. 检查字符串是否为数组前缀,94
1760,https://leetcode.cn/problems/remove-stones-to-minimize-the-total/,1962. 移除石子使总数最小,92
1761,https://leetcode.cn/problems/minimum-number-of-swaps-to-make-the-string-balanced/,1963. 使字符串平衡的最小交换次数,70
1762,https://leetcode.cn/problems/find-the-longest-valid-obstacle-course-at-each-position/,1964. 找出到每个位置为止最长的有效障碍赛跑路线,55
1763,https://leetcode.cn/problems/employees-with-missing-information/,1965. 丢失信息的雇员,85
1764,https://leetcode.cn/problems/binary-searchable-numbers-in-an-unsorted-array/,1966. 未排序数组中的可被二分搜索的数,8
1765,https://leetcode.cn/problems/number-of-strings-that-appear-as-substrings-in-word/,1967. 作为子字符串出现在单词中的字符串数目,116
1766,https://leetcode.cn/problems/array-with-elements-not-equal-to-average-of-neighbors/,1968. 构造元素不等于两相邻元素平均值的数组,80
1767,https://leetcode.cn/problems/minimum-non-zero-product-of-the-array-elements/,1969. 数组元素的最小非零乘积,50
1768,https://leetcode.cn/problems/last-day-where-you-can-still-cross/,1970. 你能穿过矩阵的最后一天,54
1769,https://leetcode.cn/problems/find-if-path-exists-in-graph/,1971. 寻找图中是否存在路径,85
1770,https://leetcode.cn/problems/first-and-last-call-on-the-same-day/,1972. 同一天的第一个电话和最后一个电话,23
1771,https://leetcode.cn/problems/count-nodes-equal-to-sum-of-descendants/,1973. 值等于子节点值之和的节点数量,12
1772,https://leetcode.cn/problems/minimum-time-to-type-word-using-special-typewriter/,1974. 使用特殊打字机键入单词的最少时间,98
1773,https://leetcode.cn/problems/maximum-matrix-sum/,1975. 最大方阵和,55
1774,https://leetcode.cn/problems/number-of-ways-to-arrive-at-destination/,1976. 到达目的地的方案数,67
1775,https://leetcode.cn/problems/number-of-ways-to-separate-numbers/,1977. 划分数字的方案数,22
1776,https://leetcode.cn/problems/employees-whose-manager-left-the-company/,1978. 上级经理已离职的公司员工,21
1777,https://leetcode.cn/problems/find-greatest-common-divisor-of-array/,1979. 找出数组的最大公约数,178
1778,https://leetcode.cn/problems/find-unique-binary-string/,1980. 找出不同的二进制字符串,124
1779,https://leetcode.cn/problems/minimize-the-difference-between-target-and-chosen-elements/,1981. 最小化目标值与所选元素的差,92
1780,https://leetcode.cn/problems/find-array-given-subset-sums/,1982. 从子集的和还原数组,23
1781,https://leetcode.cn/problems/widest-pair-of-indices-with-equal-range-sum/,1983. 范围和相等的最宽索引对,5
1782,https://leetcode.cn/problems/minimum-difference-between-highest-and-lowest-of-k-scores/,1984. 学生分数的最小差值,477
1783,https://leetcode.cn/problems/find-the-kth-largest-integer-in-the-array/,1985. 找出数组中的第 K 大整数,116
1784,https://leetcode.cn/problems/minimum-number-of-work-sessions-to-finish-the-tasks/,1986. 完成任务的最少工作时间段,85
1785,https://leetcode.cn/problems/number-of-unique-good-subsequences/,1987. 不同的好子序列数目,30
1786,https://leetcode.cn/problems/find-cutoff-score-for-each-school/,1988. 找出每所学校的最低分数要求,32
1787,https://leetcode.cn/problems/maximum-number-of-people-that-can-be-caught-in-tag/,1989. Maximum Number of People That Can Be Caught in Tag,7
1788,https://leetcode.cn/problems/count-the-number-of-experiments/,1990. 统计实验的数量,21
1789,https://leetcode.cn/problems/find-the-middle-index-in-array/,1991. 找到数组的中间位置,153
1790,https://leetcode.cn/problems/find-all-groups-of-farmland/,1992. 找到所有的农场组,88
1791,https://leetcode.cn/problems/operations-on-tree/,1993. 树上的操作,56
1792,https://leetcode.cn/problems/the-number-of-good-subsets/,1994. 好子集的数目,173
1793,https://leetcode.cn/problems/count-special-quadruplets/,1995. 统计特殊四元组,248
1794,https://leetcode.cn/problems/the-number-of-weak-characters-in-the-game/,1996. 游戏中弱角色的数量,279
1795,https://leetcode.cn/problems/first-day-where-you-have-been-in-all-the-rooms/,1997. 访问完所有房间的第一天,46
1796,https://leetcode.cn/problems/gcd-sort-of-an-array/,1998. 数组的最大公因数排序,38
1797,https://leetcode.cn/problems/smallest-greater-multiple-made-of-two-digits/,1999. 最小的仅由两个数组成的倍数,11
1798,https://leetcode.cn/problems/reverse-prefix-of-word/,2000. 反转单词前缀,395
1799,https://leetcode.cn/problems/the-category-of-each-member-in-the-store/,2051. The Category of Each Member in the Store,16
1800,https://leetcode.cn/problems/minimum-cost-to-separate-sentence-into-rows/,2052. 将句子分隔成行的最低成本,14
1801,https://leetcode.cn/problems/kth-distinct-string-in-an-array/,2053. 数组中第 K 个独一无二的字符串,106
1802,https://leetcode.cn/problems/two-best-non-overlapping-events/,2054. 两个最好的不重叠活动,70
1803,https://leetcode.cn/problems/plates-between-candles/,2055. 蜡烛之间的盘子,412
1804,https://leetcode.cn/problems/number-of-valid-move-combinations-on-chessboard/,2056. 棋盘上有效移动组合的数目,17
1805,https://leetcode.cn/problems/smallest-index-with-equal-value/,2057. 值相等的最小索引,78
1806,https://leetcode.cn/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points/,2058. 找出临界点之间的最小和最大距离,85
1807,https://leetcode.cn/problems/minimum-operations-to-convert-number/,2059. 转化数字的最小运算数,102
1808,https://leetcode.cn/problems/check-if-an-original-string-exists-given-two-encoded-strings/,2060. 同源字符串检测,23
1809,https://leetcode.cn/problems/number-of-spaces-cleaning-robot-cleaned/,2061. 扫地机器人清扫过的空间个数,17
1810,https://leetcode.cn/problems/count-vowel-substrings-of-a-string/,2062. 统计字符串中的元音子字符串,112
1811,https://leetcode.cn/problems/vowels-of-all-substrings/,2063. 所有子字符串中的元音,112
1812,https://leetcode.cn/problems/minimized-maximum-of-products-distributed-to-any-store/,2064. 分配给商店的最多商品的最小值,84
1813,https://leetcode.cn/problems/maximum-path-quality-of-a-graph/,2065. 最大化一张图中的路径价值,63
1814,https://leetcode.cn/problems/account-balance/,2066. 账户余额,23
1815,https://leetcode.cn/problems/number-of-equal-count-substrings/,2067. Number of Equal Count Substrings,9
1816,https://leetcode.cn/problems/check-whether-two-strings-are-almost-equivalent/,2068. 检查两个字符串是否几乎相等,105
1817,https://leetcode.cn/problems/walking-robot-simulation-ii/,2069. 模拟行走机器人 II,98
1818,https://leetcode.cn/problems/most-beautiful-item-for-each-query/,2070. 每一个查询的最大美丽值,97
1819,https://leetcode.cn/problems/maximum-number-of-tasks-you-can-assign/,2071. 你可以安排的最多任务数目,37
1820,https://leetcode.cn/problems/the-winner-university/,2072. 赢得比赛的大学,20
1821,https://leetcode.cn/problems/time-needed-to-buy-tickets/,2073. 买票需要的时间,142
1822,https://leetcode.cn/problems/reverse-nodes-in-even-length-groups/,2074. 反转偶数长度组的节点,131
1823,https://leetcode.cn/problems/decode-the-slanted-ciphertext/,2075. 解码斜向换位密码,71
1824,https://leetcode.cn/problems/process-restricted-friend-requests/,2076. 处理含限制条件的好友请求,72
1825,https://leetcode.cn/problems/paths-in-maze-that-lead-to-same-room/,2077. Paths in Maze That Lead to Same Room,6
1826,https://leetcode.cn/problems/two-furthest-houses-with-different-colors/,2078. 两栋颜色不同且距离最远的房子,136
1827,https://leetcode.cn/problems/watering-plants/,2079. 给植物浇水,125
1828,https://leetcode.cn/problems/range-frequency-queries/,2080. 区间内查询数字的频率,154
1829,https://leetcode.cn/problems/sum-of-k-mirror-numbers/,2081. k 镜像数字的和,70
1830,https://leetcode.cn/problems/the-number-of-rich-customers/,2082. 富有客户的数量,23
1831,https://leetcode.cn/problems/substrings-that-begin-and-end-with-the-same-letter/,2083. 求以相同字母开头和结尾的子串总数,14
1832,https://leetcode.cn/problems/drop-type-1-orders-for-customers-with-type-0-orders/,2084. 为订单类型为 0 的客户删除类型为 1 的订单,27
1833,https://leetcode.cn/problems/count-common-words-with-one-occurrence/,2085. 统计出现过一次的公共字符串,99
1834,https://leetcode.cn/problems/minimum-number-of-buckets-required-to-collect-rainwater-from-houses/,2086. 从房屋收集雨水需要的最少水桶数,81
1835,https://leetcode.cn/problems/minimum-cost-homecoming-of-a-robot-in-a-grid/,2087. 网格图中机器人回家的最小代价,66
1836,https://leetcode.cn/problems/count-fertile-pyramids-in-a-land/,2088. 统计农场中肥沃金字塔的数目,46
1837,https://leetcode.cn/problems/find-target-indices-after-sorting-array/,2089. 找出数组排序后的目标下标,151
1838,https://leetcode.cn/problems/k-radius-subarray-averages/,2090. 半径为 k 的子数组平均值,99
1839,https://leetcode.cn/problems/removing-minimum-and-maximum-from-array/,2091. 从数组中移除最大值和最小值,125
1840,https://leetcode.cn/problems/find-all-people-with-secret/,2092. 找出知晓秘密的所有专家,116
1841,https://leetcode.cn/problems/minimum-cost-to-reach-city-with-discounts/,2093. Minimum Cost to Reach City With Discounts,9
1842,https://leetcode.cn/problems/finding-3-digit-even-numbers/,2094. 找出 3 位偶数,134
1843,https://leetcode.cn/problems/delete-the-middle-node-of-a-linked-list/,2095. 删除链表的中间节点,127
1844,https://leetcode.cn/problems/step-by-step-directions-from-a-binary-tree-node-to-another/,2096. 从二叉树一个节点到另一个节点每一步的方向,169
1845,https://leetcode.cn/problems/valid-arrangement-of-pairs/,2097. 合法重新排列数对,48
1846,https://leetcode.cn/problems/subsequence-of-size-k-with-the-largest-even-sum/,2098. 长度为 K 的最大偶数和子序列,8
1847,https://leetcode.cn/problems/find-subsequence-of-length-k-with-the-largest-sum/,2099. 找到和最大的长度为 K 的子序列,126
1848,https://leetcode.cn/problems/find-good-days-to-rob-the-bank/,2100. 适合打劫银行的日子,404
1849,https://leetcode.cn/problems/detonate-the-maximum-bombs/,2101. 引爆最多的炸弹,82
1850,https://leetcode.cn/problems/sequentially-ordinal-rank-tracker/,2102. 序列顺序查询,67
1851,https://leetcode.cn/problems/rings-and-rods/,2103. 环和杆,148
1852,https://leetcode.cn/problems/sum-of-subarray-ranges/,2104. 子数组范围和,341
1853,https://leetcode.cn/problems/watering-plants-ii/,2105. 给植物浇水 II,89
1854,https://leetcode.cn/problems/maximum-fruits-harvested-after-at-most-k-steps/,2106. 摘水果,82
1855,https://leetcode.cn/problems/number-of-unique-flavors-after-sharing-k-candies/,2107. 分享 K 个糖果后独特口味的数量,10
1856,https://leetcode.cn/problems/find-first-palindromic-string-in-the-array/,2108. 找出数组中的第一个回文字符串,139
1857,https://leetcode.cn/problems/adding-spaces-to-a-string/,2109. 向字符串添加空格,97
1858,https://leetcode.cn/problems/number-of-smooth-descent-periods-of-a-stock/,2110. 股票平滑下跌阶段的数目,129
1859,https://leetcode.cn/problems/minimum-operations-to-make-the-array-k-increasing/,2111. 使数组 K 递增的最少操作次数,86
1860,https://leetcode.cn/problems/the-airport-with-the-most-traffic/,2112. The Airport With the Most Traffic,13
1861,https://leetcode.cn/problems/elements-in-array-after-removing-and-replacing-elements/,2113. 查询删除和添加元素后的数组,9
1862,https://leetcode.cn/problems/maximum-number-of-words-found-in-sentences/,2114. 句子中的最多单词数,146
1863,https://leetcode.cn/problems/find-all-possible-recipes-from-given-supplies/,2115. 从给定原材料中找到所有可以做出的菜,90
1864,https://leetcode.cn/problems/check-if-a-parentheses-string-can-be-valid/,2116. 判断一个括号字符串是否有效,51
1865,https://leetcode.cn/problems/abbreviating-the-product-of-a-range/,2117. 一个区间内所有数乘积的缩写,18
1866,https://leetcode.cn/problems/build-the-equation/,2118. Build the Equation,10
1867,https://leetcode.cn/problems/a-number-after-a-double-reversal/,2119. 反转两次的数字,124
1868,https://leetcode.cn/problems/execution-of-all-suffix-instructions-staying-in-a-grid/,2120. 执行所有后缀指令,91
1869,https://leetcode.cn/problems/intervals-between-identical-elements/,2121. 相同元素的间隔之和,136
1870,https://leetcode.cn/problems/recover-the-original-array/,2122. 还原原数组,58
1871,https://leetcode.cn/problems/minimum-operations-to-remove-adjacent-ones-in-matrix/,2123. 使矩阵中的 1 互不相邻的最小操作数,5
1872,https://leetcode.cn/problems/check-if-all-as-appears-before-all-bs/,2124. 检查是否所有 A 都在 B 之前,138
1873,https://leetcode.cn/problems/number-of-laser-beams-in-a-bank/,2125. 银行中的激光束数量,96
1874,https://leetcode.cn/problems/destroying-asteroids/,2126. 摧毁小行星,87
1875,https://leetcode.cn/problems/maximum-employees-to-be-invited-to-a-meeting/,2127. 参加会议的最多员工数,58
1876,https://leetcode.cn/problems/remove-all-ones-with-row-and-column-flips/,2128. 通过翻转行或列来去除所有的 1,9
1877,https://leetcode.cn/problems/capitalize-the-title/,2129. 将标题首字母大写,100
1878,https://leetcode.cn/problems/maximum-twin-sum-of-a-linked-list/,2130. 链表最大孪生和,89
1879,https://leetcode.cn/problems/longest-palindrome-by-concatenating-two-letter-words/,2131. 连接两字母单词得到的最长回文串,93
1880,https://leetcode.cn/problems/stamping-the-grid/,2132. 用邮票贴满网格图,47
1881,https://leetcode.cn/problems/check-if-every-row-and-column-contains-all-numbers/,2133. 检查是否每一行每一列都包含全部整数,117
1882,https://leetcode.cn/problems/minimum-swaps-to-group-all-1s-together-ii/,2134. 最少交换次数来组合所有的 1 II,153
1883,https://leetcode.cn/problems/count-words-obtained-after-adding-a-letter/,2135. 统计追加字母可以获得的单词数,88
1884,https://leetcode.cn/problems/earliest-possible-day-of-full-bloom/,2136. 全部开花的最早一天,59
1885,https://leetcode.cn/problems/pour-water-between-buckets-to-make-water-levels-equal/,2137. 通过倒水操作让所有的水桶所含水量相等,9
1886,https://leetcode.cn/problems/divide-a-string-into-groups-of-size-k/,2138. 将字符串拆分为若干长度为 k 的组,109
1887,https://leetcode.cn/problems/minimum-moves-to-reach-target-score/,2139. 得到目标值的最少行动次数,136
1888,https://leetcode.cn/problems/solving-questions-with-brainpower/,2140. 解决智力问题,141
1889,https://leetcode.cn/problems/maximum-running-time-of-n-computers/,2141. 同时运行 N 台电脑的最长时间,66
1890,https://leetcode.cn/problems/the-number-of-passengers-in-each-bus-i/,2142. The Number of Passengers in Each Bus I,12
1891,https://leetcode.cn/problems/choose-numbers-from-two-arrays-in-range/,2143. 在两个数组的区间中选取数字,8
1892,https://leetcode.cn/problems/minimum-cost-of-buying-candies-with-discount/,2144. 打折购买糖果的最小开销,107
1893,https://leetcode.cn/problems/count-the-hidden-sequences/,2145. 统计隐藏数组数目,102
1894,https://leetcode.cn/problems/k-highest-ranked-items-within-a-price-range/,2146. 价格范围内最高排名的 K 样物品,84
1895,https://leetcode.cn/problems/number-of-ways-to-divide-a-long-corridor/,2147. 分隔长廊的方案数,73
1896,https://leetcode.cn/problems/count-elements-with-strictly-smaller-and-greater-elements/,2148. 元素计数,113
1897,https://leetcode.cn/problems/rearrange-array-elements-by-sign/,2149. 按符号重排数组,93
1898,https://leetcode.cn/problems/find-all-lonely-numbers-in-the-array/,2150. 找出数组中的所有孤独数字,89
1899,https://leetcode.cn/problems/maximum-good-people-based-on-statements/,2151. 基于陈述统计最多好人数,88
1900,https://leetcode.cn/problems/minimum-number-of-lines-to-cover-points/,2152. 穿过所有点的所需最少直线数量,12
1901,https://leetcode.cn/problems/the-number-of-passengers-in-each-bus-ii/,2153. The Number of Passengers in Each Bus II,5
1902,https://leetcode.cn/problems/keep-multiplying-found-values-by-two/,2154. 将找到的值乘以 2,127
1903,https://leetcode.cn/problems/all-divisions-with-the-highest-score-of-a-binary-array/,2155. 分组得分最高的所有下标,101
1904,https://leetcode.cn/problems/find-substring-with-given-hash-value/,2156. 查找给定哈希值的子串,79
1905,https://leetcode.cn/problems/groups-of-strings/,2157. 字符串分组,66
1906,https://leetcode.cn/problems/amount-of-new-area-painted-each-day/,2158. Amount of New Area Painted Each Day,8
1907,https://leetcode.cn/problems/order-two-columns-independently/,2159. Order Two Columns Independently,8
1908,https://leetcode.cn/problems/minimum-sum-of-four-digit-number-after-splitting-digits/,2160. 拆分数位后四位数字的最小和,119
1909,https://leetcode.cn/problems/partition-array-according-to-given-pivot/,2161. 根据给定数字划分数组,88
1910,https://leetcode.cn/problems/minimum-cost-to-set-cooking-time/,2162. 设置时间的最少代价,74
1911,https://leetcode.cn/problems/minimum-difference-in-sums-after-removal-of-elements/,2163. 删除元素后和的最小差值,51
1912,https://leetcode.cn/problems/sort-even-and-odd-indices-independently/,2164. 对奇偶下标分别排序,99
1913,https://leetcode.cn/problems/smallest-value-of-the-rearranged-number/,2165. 重排数字的最小值,116
1914,https://leetcode.cn/problems/design-bitset/,2166. 设计位集,142
1915,https://leetcode.cn/problems/minimum-time-to-remove-all-cars-containing-illegal-goods/,2167. 移除所有载有违禁货物车厢所需的最少时间,70
1916,https://leetcode.cn/problems/unique-substrings-with-equal-digit-frequency/,2168. 每个数字的频率都相同的独特子字符串的数量,9
1917,https://leetcode.cn/problems/count-operations-to-obtain-zero/,2169. 得到 0 的操作数,91
1918,https://leetcode.cn/problems/minimum-operations-to-make-the-array-alternating/,2170. 使数组变成交替数组的最少操作数,136
1919,https://leetcode.cn/problems/removing-minimum-number-of-magic-beans/,2171. 拿出最少数目的魔法豆,161
1920,https://leetcode.cn/problems/maximum-and-sum-of-array/,2172. 数组的最大与和,61
1921,https://leetcode.cn/problems/longest-winning-streak/,2173. 最多连胜的次数,15
1922,https://leetcode.cn/problems/remove-all-ones-with-row-and-column-flips-ii/,2174. Remove All Ones With Row and Column Flips II,8
1923,https://leetcode.cn/problems/the-change-in-global-rankings/,2175. The Change in Global Rankings,8
1924,https://leetcode.cn/problems/count-equal-and-divisible-pairs-in-an-array/,2176. 统计数组中相等且可以被整除的数对,76
1925,https://leetcode.cn/problems/find-three-consecutive-integers-that-sum-to-a-given-number/,2177. 找到和为给定整数的三个连续整数,57
1926,https://leetcode.cn/problems/maximum-split-of-positive-even-integers/,2178. 拆分成最多数目的正偶数之和,94
1927,https://leetcode.cn/problems/count-good-triplets-in-an-array/,2179. 统计数组中好三元组数目,61
1928,https://leetcode.cn/problems/count-integers-with-even-digit-sum/,2180. 统计各位数字之和为偶数的整数个数,101
1929,https://leetcode.cn/problems/merge-nodes-in-between-zeros/,2181. 合并零之间的节点,128
1930,https://leetcode.cn/problems/construct-string-with-repeat-limit/,2182. 构造限制重复的字符串,129
1931,https://leetcode.cn/problems/count-array-pairs-divisible-by-k/,2183. 统计可以被 K 整除的下标对数目,53
1932,https://leetcode.cn/problems/number-of-ways-to-build-sturdy-brick-wall/,2184. Number of Ways to Build Sturdy Brick Wall,10
1933,https://leetcode.cn/problems/counting-words-with-a-given-prefix/,2185. 统计包含给定前缀的字符串,108
1934,https://leetcode.cn/problems/minimum-number-of-steps-to-make-two-strings-anagram-ii/,2186. 使两字符串互为字母异位词的最少步骤数,98
1935,https://leetcode.cn/problems/minimum-time-to-complete-trips/,2187. 完成旅途的最少时间,128
1936,https://leetcode.cn/problems/minimum-time-to-finish-the-race/,2188. 完成比赛的最少时间,62
1937,https://leetcode.cn/problems/number-of-ways-to-build-house-of-cards/,2189. Number of Ways to Build House of Cards,10
1938,https://leetcode.cn/problems/most-frequent-number-following-key-in-an-array/,2190. 数组中紧跟 key 之后出现最频繁的数字,69
1939,https://leetcode.cn/problems/sort-the-jumbled-numbers/,2191. 将杂乱无章的数字排序,99
1940,https://leetcode.cn/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph/,2192. 有向无环图中一个节点的所有祖先,91
1941,https://leetcode.cn/problems/minimum-number-of-moves-to-make-palindrome/,2193. 得到回文串的最少操作次数,48
1942,https://leetcode.cn/problems/cells-in-a-range-on-an-excel-sheet/,2194. Excel 表中某个范围内的单元格,99
1943,https://leetcode.cn/problems/append-k-integers-with-minimal-sum/,2195. 向数组中追加 K 个整数,199
1944,https://leetcode.cn/problems/create-binary-tree-from-descriptions/,2196. 根据描述创建二叉树,122
1945,https://leetcode.cn/problems/replace-non-coprime-numbers-in-array/,2197. 替换数组中的非互质数,84
1946,https://leetcode.cn/problems/number-of-single-divisor-triplets/,2198. Number of Single Divisor Triplets,6
1947,https://leetcode.cn/problems/finding-the-topic-of-each-post/,2199. Finding the Topic of Each Post,6
1948,https://leetcode.cn/problems/find-all-k-distant-indices-in-an-array/,2200. 找出数组中的所有 K 近邻下标,115
1949,https://leetcode.cn/problems/count-artifacts-that-can-be-extracted/,2201. 统计可以提取的工件,115
1950,https://leetcode.cn/problems/maximize-the-topmost-element-after-k-moves/,2202. K 次操作后最大化顶端元素,133
1951,https://leetcode.cn/problems/minimum-weighted-subgraph-with-the-required-paths/,2203. 得到要求路径的最小带权子图,65
1952,https://leetcode.cn/problems/distance-to-a-cycle-in-undirected-graph/,2204. Distance to a Cycle in Undirected Graph,9
1953,https://leetcode.cn/problems/the-number-of-users-that-are-eligible-for-discount/,2205. The Number of Users That Are Eligible for Discount,9
1954,https://leetcode.cn/problems/divide-array-into-equal-pairs/,2206. 将数组划分成相等数对,91
1955,https://leetcode.cn/problems/maximize-number-of-subsequences-in-a-string/,2207. 字符串中最多数目的子字符串,90
1956,https://leetcode.cn/problems/minimum-operations-to-halve-array-sum/,2208. 将数组和减半的最少操作次数,82
1957,https://leetcode.cn/problems/minimum-white-tiles-after-covering-with-carpets/,2209. 用地毯覆盖后的最少白色砖块,42
1958,https://leetcode.cn/problems/count-hills-and-valleys-in-an-array/,2210. 统计数组中峰和谷的数量,109
1959,https://leetcode.cn/problems/count-collisions-on-a-road/,2211. 统计道路上的碰撞次数,128
1960,https://leetcode.cn/problems/maximum-points-in-an-archery-competition/,2212. 射箭比赛中的最大得分,151
1961,https://leetcode.cn/problems/longest-substring-of-one-repeating-character/,2213. 由单个字符重复的最长子字符串,67
1962,https://leetcode.cn/problems/minimum-health-to-beat-game/,2214. Minimum Health to Beat Game,6
1963,https://leetcode.cn/problems/find-the-difference-of-two-arrays/,2215. 找出两数组的不同,102
1964,https://leetcode.cn/problems/minimum-deletions-to-make-array-beautiful/,2216. 美化数组的最少删除数,149
1965,https://leetcode.cn/problems/find-palindrome-with-fixed-length/,2217. 找到指定长度的回文数,146
1966,https://leetcode.cn/problems/maximum-value-of-k-coins-from-piles/,2218. 从栈中取出 K 个硬币的最大面值和,73
1967,https://leetcode.cn/problems/maximum-sum-score-of-array/,2219. Maximum Sum Score of Array,8
1968,https://leetcode.cn/problems/minimum-bit-flips-to-convert-number/,2220. 转换数字的最少位翻转次数,91
1969,https://leetcode.cn/problems/find-triangular-sum-of-an-array/,2221. 数组的三角和,70
1970,https://leetcode.cn/problems/number-of-ways-to-select-buildings/,2222. 选择建筑的方案数,109
1971,https://leetcode.cn/problems/sum-of-scores-of-built-strings/,2223. 构造字符串的总得分和,47
1972,https://leetcode.cn/problems/minimum-number-of-operations-to-convert-time/,2224. 转化时间需要的最少操作数,114
1973,https://leetcode.cn/problems/find-players-with-zero-or-one-losses/,2225. 找出输掉零场或一场比赛的玩家,94
1974,https://leetcode.cn/problems/maximum-candies-allocated-to-k-children/,2226. 每个小孩最多能分到多少糖果,147
1975,https://leetcode.cn/problems/encrypt-and-decrypt-strings/,2227. 加密解密字符串,77
1976,https://leetcode.cn/problems/users-with-two-purchases-within-seven-days/,2228. Users With Two Purchases Within Seven Days,8
1977,https://leetcode.cn/problems/check-if-an-array-is-consecutive/,2229. Check if an Array Is Consecutive,14
1978,https://leetcode.cn/problems/the-users-that-are-eligible-for-discount/,2230. The Users That Are Eligible for Discount,5
1979,https://leetcode.cn/problems/largest-number-after-digit-swaps-by-parity/,2231. 按奇偶性交换后的最大数字,138
1980,https://leetcode.cn/problems/minimize-result-by-adding-parentheses-to-expression/,2232. 向表达式添加括号后的最小结果,116
1981,https://leetcode.cn/problems/maximum-product-after-k-increments/,2233. K 次增加后的最大乘积,146
1982,https://leetcode.cn/problems/maximum-total-beauty-of-the-gardens/,2234. 花园的最大总美丽值,63
1983,https://leetcode.cn/problems/add-two-integers/,2235. 两整数相加,38
1984,https://leetcode.cn/problems/root-equals-sum-of-children/,2236. 判断根结点是否等于子结点之和,24
1985,https://leetcode.cn/problems/count-positions-on-street-with-required-brightness/,2237. Count Positions on Street With Required Brightness,7
1986,https://leetcode.cn/problems/number-of-times-a-driver-was-a-passenger/,2238. Number of Times a Driver Was a Passenger,7
1987,https://leetcode.cn/problems/find-closest-number-to-zero/,2239. 找到最接近 0 的数字,62
1988,https://leetcode.cn/problems/number-of-ways-to-buy-pens-and-pencils/,2240. 买钢笔和铅笔的方案数,54
1989,https://leetcode.cn/problems/design-an-atm-machine/,2241. 设计一个 ATM 机器,56
1990,https://leetcode.cn/problems/maximum-score-of-a-node-sequence/,2242. 节点序列的最大得分,37
1991,https://leetcode.cn/problems/calculate-digit-sum-of-a-string/,2243. 计算字符串的数字和,100
1992,https://leetcode.cn/problems/minimum-rounds-to-complete-all-tasks/,2244. 完成所有任务需要的最少轮数,129
1993,https://leetcode.cn/problems/maximum-trailing-zeros-in-a-cornered-path/,2245. 转角路径的乘积中最多能有几个尾随零,90
1994,https://leetcode.cn/problems/longest-path-with-different-adjacent-characters/,2246. 相邻字符不同的最长路径,52
1995,https://leetcode.cn/problems/maximum-cost-of-trip-with-k-highways/,2247. Maximum Cost of Trip With K Highways,8
1996,https://leetcode.cn/problems/intersection-of-multiple-arrays/,2248. 多个数组求交集,122
1997,https://leetcode.cn/problems/count-lattice-points-inside-a-circle/,2249. 统计圆内格点数目,103
1998,https://leetcode.cn/problems/number-of-flowers-in-full-bloom/,2251. 花期内花的数目,97
1999,https://leetcode.cn/problems/dynamic-pivoting-of-a-table/,2252. Dynamic Pivoting of a Table,0
2000,https://leetcode.cn/problems/dynamic-unpivoting-of-a-table/,2253. Dynamic Unpivoting of a Table,1
2001,https://leetcode.cn/problems/design-video-sharing-platform/,2254. Design Video Sharing Platform,4
2002,https://leetcode.cn/problems/count-prefixes-of-a-given-string/,2255. 统计是给定字符串前缀的字符串数目,68
2003,https://leetcode.cn/problems/minimum-average-difference/,2256. 最小平均差,65
2004,https://leetcode.cn/problems/count-unguarded-cells-in-the-grid/,2257. 统计网格图中没有被保卫的格子数,94
2005,https://leetcode.cn/problems/escape-the-spreading-fire/,2258. 逃离火灾,70
2006,https://leetcode.cn/problems/remove-digit-from-number-to-maximize-result/,2259. 移除指定数字得到的最大结果,110
2007,https://leetcode.cn/problems/minimum-consecutive-cards-to-pick-up/,2260. 必须拿起的最小连续卡牌数,126
2008,https://leetcode.cn/problems/k-divisible-elements-subarrays/,2261. 含最多 K 个可整除元素的子数组,113
2009,https://leetcode.cn/problems/total-appeal-of-a-string/,2262. 字符串的总引力,99
2010,https://leetcode.cn/problems/make-array-non-decreasing-or-non-increasing/,2263. Make Array Non-decreasing or Non-increasing,6
2011,https://leetcode.cn/problems/largest-3-same-digit-number-in-string/,2264. 字符串中最大的 3 位相同数字,111
2012,https://leetcode.cn/problems/count-nodes-equal-to-average-of-subtree/,2265. 统计值等于子树平均值的节点数,139
2013,https://leetcode.cn/problems/count-number-of-texts/,2266. 统计打字方案数,120
2014,https://leetcode.cn/problems/check-if-there-is-a-valid-parentheses-string-path/,2267. 检查是否有合法括号字符串路径,114
2015,https://leetcode.cn/problems/minimum-number-of-keypresses/,2268. Minimum Number of Keypresses,6
2016,https://leetcode.cn/problems/find-the-k-beauty-of-a-number/,2269. 找到一个数字的 K 美丽值,50
2017,https://leetcode.cn/problems/number-of-ways-to-split-array/,2270. 分割数组的方案数,60
2018,https://leetcode.cn/problems/maximum-white-tiles-covered-by-a-carpet/,2271. 毯子覆盖的最多白色砖块数,76
2019,https://leetcode.cn/problems/substring-with-largest-variance/,2272. 最大波动的子字符串,33
2020,https://leetcode.cn/problems/find-resultant-array-after-removing-anagrams/,2273. 移除字母异位词后的结果数组,96
2021,https://leetcode.cn/problems/maximum-consecutive-floors-without-special-floors/,2274. 不含特殊楼层的最大连续楼层数,92
