Comment_volume,Question_en,Difficulty,Description,No_thumb,Img_link,No_pass,Relevant_tag,Similar_q_link,No_handover
评论 (11),count-nodes-equal-to-sum-of-descendants,Unknown,,-1,,-1,[],[],-1
评论 (57),minimum-time-to-type-word-using-special-typewriter,简单,"有一个特殊打字机，它由一个 圆盘 和一个 指针 组成， 圆盘上标有小写英文字母 'a' 到 'z'。只有 当指针指向某个字母时，它才能被键入。指针 初始时 指向字符 'a' 。
每一秒钟，你可以执行以下操作之一：
将指针 顺时针 或者 逆时针 移动一个字符。
键入指针 当前 指向的字符。
给你一个字符串 word ，请你返回键入 word 所表示单词的 最少 秒数 。
  示例 1：
输入：word = ""abc""
输出：5
解释：
单词按如下操作键入：
- 花 1 秒键入字符 'a' in 1 ，因为指针初始指向 'a' ，故不需移动指针。
- 花 1 秒将指针顺时针移到 'b' 。
- 花 1 秒键入字符 'b' 。
- 花 1 秒将指针顺时针移到 'c' 。
- 花 1 秒键入字符 'c' 。
示例 2：
输入：word = ""bza""
输出：7
解释：
单词按如下操作键入：
- 花 1 秒将指针顺时针移到 'b' 。
- 花 1 秒键入字符 'b' 。
- 花 2 秒将指针逆时针移到 'z' 。
- 花 1 秒键入字符 'z' 。
- 花 1 秒将指针顺时针移到 'a' 。
- 花 1 秒键入字符 'a' 。
示例 3：
输入：word = ""zjpc""
输出：34
解释：
单词按如下操作键入：
- 花 1 秒将指针逆时针移到 'z' 。
- 花 1 秒键入字符 'z' 。
- 花 10 秒将指针顺时针移到 'j' 。
- 花 1 秒键入字符 'j' 。
- 花 6 秒将指针顺时针移到 'p' 。
- 花 1 秒键入字符 'p' 。
- 花 13 秒将指针逆时针移到 'c' 。
- 花 1 秒键入字符 'c' 。
  提示：
1 <= word.length <= 100
word 只包含小写英文字母。",10,https://assets.leetcode.com/uploads/2021/07/31/chart.jpg,6302,"['https://leetcode.cn/tag/greedy/', 'https://leetcode.cn/tag/string/']",[],8706
评论 (28),maximum-matrix-sum,中等,"给你一个 n x n 的整数方阵 matrix 。你可以执行以下操作 任意次 ：
选择 matrix 中 相邻 两个元素，并将它们都 乘以 -1 。
如果两个元素有 公共边 ，那么它们就是 相邻 的。
你的目的是 最大化 方阵元素的和。请你在执行以上操作之后，返回方阵的 最大 和。
  示例 1：
输入：matrix = [[1,-1],[-1,1]]
输出：4
解释：我们可以执行以下操作使和等于 4 ：
- 将第一行的 2 个元素乘以 -1 。
- 将第一列的 2 个元素乘以 -1 。
示例 2：
输入：matrix = [[1,2,3],[-1,-2,-3],[1,2,3]]
输出：16
解释：我们可以执行以下操作使和等于 16 ：
- 将第二行的最后 2 个元素乘以 -1 。
  提示：
n == matrix.length == matrix[i].length
2 <= n <= 250
-105 <= matrix[i][j] <= 105",11,https://assets.leetcode.com/uploads/2021/07/16/pc79-q2ex1.png,3857,"['https://leetcode.cn/tag/greedy/', 'https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/matrix/']",[],9643
评论 (52),number-of-ways-to-arrive-at-destination,中等,"你在一个城市里，城市由 n 个路口组成，路口编号为 0 到 n - 1 ，某些路口之间有 双向 道路。输入保证你可以从任意路口出发到达其他任意路口，且任意两个路口之间最多有一条路。
给你一个整数 n 和二维整数数组 roads ，其中 roads[i] = [ui, vi, timei] 表示在路口 ui 和 vi 之间有一条需要花费 timei 时间才能通过的道路。你想知道花费 最少时间 从路口 0 出发到达路口 n - 1 的方案数。
请返回花费 最少时间 到达目的地的 路径数目 。由于答案可能很大，将结果对 109 + 7 取余 后返回。
  示例 1：
输入：n = 7, roads = [[0,6,7],[0,1,2],[1,2,3],[1,3,3],[6,3,3],[3,5,1],[6,5,1],[2,5,1],[0,4,5],[4,6,2]]
输出：4
解释：从路口 0 出发到路口 6 花费的最少时间是 7 分钟。
四条花费 7 分钟的路径分别为：
- 0 ➝ 6
- 0 ➝ 4 ➝ 6
- 0 ➝ 1 ➝ 2 ➝ 5 ➝ 6
- 0 ➝ 1 ➝ 3 ➝ 5 ➝ 6
示例 2：
输入：n = 2, roads = [[1,0,10]]
输出：1
解释：只有一条从路口 0 到路口 1 的路，花费 10 分钟。
  提示：
1 <= n <= 200
n - 1 <= roads.length <= n * (n - 1) / 2
roads[i].length == 3
0 <= ui, vi <= n - 1
1 <= timei <= 109
ui != vi
任意两个路口之间至多有一条路。
从任意路口出发，你能够到达其他任意路口。",32,https://assets.leetcode.com/uploads/2021/07/17/graph2.png,3360,"['https://leetcode.cn/tag/graph/', 'https://leetcode.cn/tag/topological-sort/', 'https://leetcode.cn/tag/dynamic-programming/', 'https://leetcode.cn/tag/shortest-path/']",[],10473
评论 (39),number-of-ways-to-separate-numbers,困难,"你写下了若干 正整数 ，并将它们连接成了一个字符串 num 。但是你忘记给这些数字之间加逗号了。你只记得这一列数字是 非递减 的且 没有 任何数字有前导 0 。
请你返回有多少种可能的 正整数数组 可以得到字符串 num 。由于答案可能很大，将结果对 109 + 7 取余 后返回。
  示例 1：
输入：num = ""327""
输出：2
解释：以下为可能的方案：
3, 27
327
示例 2：
输入：num = ""094""
输出：0
解释：不能有数字有前导 0 ，且所有数字均为正数。
示例 3：
输入：num = ""0""
输出：0
解释：不能有数字有前导 0 ，且所有数字均为正数。
示例 4：
输入：num = ""9999999999999""
输出：101
  提示：
1 <= num.length <= 3500
num 只含有数字 '0' 到 '9' 。",25,,1069,"['https://leetcode.cn/tag/string/', 'https://leetcode.cn/tag/dynamic-programming/', 'https://leetcode.cn/tag/suffix-array/']",[],3905
评论 (31),employees-whose-manager-left-the-company,Unknown,,-1,,-1,[],[],-1
评论 (77),find-greatest-common-divisor-of-array,简单,"给你一个整数数组 nums ，返回数组中最大数和最小数的 最大公约数 。
两个数的 最大公约数 是能够被两个数整除的最大正整数。
  示例 1：
输入：nums = [2,5,6,9,10]
输出：2
解释：
nums 中最小的数是 2
nums 中最大的数是 10
2 和 10 的最大公约数是 2
示例 2：
输入：nums = [7,5,6,8,3]
输出：1
解释：
nums 中最小的数是 3
nums 中最大的数是 8
3 和 8 的最大公约数是 1
示例 3：
输入：nums = [3,3]
输出：3
解释：
nums 中最小的数是 3
nums 中最大的数是 3
3 和 3 的最大公约数是 3
  提示：
2 <= nums.length <= 1000
1 <= nums[i] <= 1000",19,,13146,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/math/', 'https://leetcode.cn/tag/number-theory/']",[],16824
评论 (63),find-unique-binary-string,中等,"给你一个字符串数组 nums ，该数组由 n 个 互不相同 的二进制字符串组成，且每个字符串长度都是 n 。请你找出并返回一个长度为 n 且 没有出现 在 nums 中的二进制字符串。如果存在多种答案，只需返回 任意一个 即可。
  示例 1：
输入：nums = [""01"",""10""]
输出：""11""
解释：""11"" 没有出现在 nums 中。""00"" 也是正确答案。
示例 2：
输入：nums = [""00"",""01""]
输出：""11""
解释：""11"" 没有出现在 nums 中。""10"" 也是正确答案。
示例 3：
输入：nums = [""111"",""011"",""001""]
输出：""101""
解释：""101"" 没有出现在 nums 中。""000""、""010""、""100""、""110"" 也是正确答案。
  提示：
n == nums.length
1 <= n <= 16
nums[i].length == n
nums[i] 为 '0' 或 '1'
nums 中的所有字符串 互不相同",12,,7126,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/string/', 'https://leetcode.cn/tag/backtracking/']",[],12017
评论 (68),minimize-the-difference-between-target-and-chosen-elements,中等,"给你一个大小为 m x n 的整数矩阵 mat 和一个整数 target 。
从矩阵的 每一行 中选择一个整数，你的目标是 最小化 所有选中元素之 和 与目标值 target 的 绝对差 。
返回 最小的绝对差 。
a 和 b 两数字的 绝对差 是 a - b 的绝对值。
  示例 1：
输入：mat = [[1,2,3],[4,5,6],[7,8,9]], target = 13
输出：0
解释：一种可能的最优选择方案是：
- 第一行选出 1
- 第二行选出 5
- 第三行选出 7
所选元素的和是 13 ，等于目标值，所以绝对差是 0 。
示例 2：
输入：mat = [[1],[2],[3]], target = 100
输出：94
解释：唯一一种选择方案是：
- 第一行选出 1
- 第二行选出 2
- 第三行选出 3
所选元素的和是 6 ，绝对差是 94 。
示例 3：
输入：mat = [[1,2,9,8,7]], target = 6
输出：1
解释：最优的选择方案是选出第一行的 7 。
绝对差是 1 。
  提示：
m == mat.length
n == mat[i].length
1 <= m, n <= 70
1 <= mat[i][j] <= 70
1 <= target <= 800",46,,5526,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/dynamic-programming/', 'https://leetcode.cn/tag/matrix/']",[],17520
评论 (13),find-array-given-subset-sums,困难,"存在一个未知数组需要你进行还原，给你一个整数 n 表示该数组的长度。另给你一个数组 sums ，由未知数组中全部 2n 个 子集的和 组成（子集中的元素没有特定的顺序）。
返回一个长度为 n 的数组 ans 表示还原得到的未知数组。如果存在 多种 答案，只需返回其中 任意一个 。
如果可以由数组 arr 删除部分元素（也可能不删除或全删除）得到数组 sub ，那么数组 sub 就是数组 arr 的一个 子集 。sub 的元素之和就是 arr 的一个 子集的和 。一个空数组的元素之和为 0 。
注意：生成的测试用例将保证至少存在一个正确答案。
  示例 1：
输入：n = 3, sums = [-3,-2,-1,0,0,1,2,3]
输出：[1,2,-3]
解释：[1,2,-3] 能够满足给出的子集的和：
- []：和是 0
- [1]：和是 1
- [2]：和是 2
- [1,2]：和是 3
- [-3]：和是 -3
- [1,-3]：和是 -2
- [2,-3]：和是 -1
- [1,2,-3]：和是 0
注意，[1,2,-3] 的任何排列和 [-1,-2,3] 的任何排列都会被视作正确答案。
示例 2：
输入：n = 2, sums = [0,0,0,0]
输出：[0,0]
解释：唯一的正确答案是 [0,0] 。
示例 3：
输入：n = 4, sums = [0,0,5,5,4,-1,4,9,9,-1,4,3,4,8,3,8]
输出：[0,-1,4,5]
解释：[0,-1,4,5] 能够满足给出的子集的和。
  提示：
1 <= n <= 15
sums.length == 2n
-104 <= sums[i] <= 104",31,,1098,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/divide-and-conquer/']",[],2376
评论 (4),widest-pair-of-indices-with-equal-range-sum,Unknown,,-1,,-1,[],[],-1
评论 (303),minimum-difference-between-highest-and-lowest-of-k-scores,简单,"给你一个 下标从 0 开始 的整数数组 nums ，其中 nums[i] 表示第 i 名学生的分数。另给你一个整数 k 。
从数组中选出任意 k 名学生的分数，使这 k 个分数间 最高分 和 最低分 的 差值 达到 最小化 。
返回可能的 最小差值 。
  示例 1：
输入：nums = [90], k = 1
输出：0
解释：选出 1 名学生的分数，仅有 1 种方法：
- [90] 最高分和最低分之间的差值是 90 - 90 = 0
可能的最小差值是 0
示例 2：
输入：nums = [9,4,1,7], k = 2
输出：2
解释：选出 2 名学生的分数，有 6 种方法：
- [9,4,1,7] 最高分和最低分之间的差值是 9 - 4 = 5
- [9,4,1,7] 最高分和最低分之间的差值是 9 - 1 = 8
- [9,4,1,7] 最高分和最低分之间的差值是 9 - 7 = 2
- [9,4,1,7] 最高分和最低分之间的差值是 4 - 1 = 3
- [9,4,1,7] 最高分和最低分之间的差值是 7 - 4 = 3
- [9,4,1,7] 最高分和最低分之间的差值是 7 - 1 = 6
可能的最小差值是 2
  提示：
1 <= k <= nums.length <= 1000
0 <= nums[i] <= 105",88,,39502,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/sorting/', 'https://leetcode.cn/tag/sliding-window/']",[],62929
评论 (68),find-the-kth-largest-integer-in-the-array,中等,"给你一个字符串数组 nums 和一个整数 k 。nums 中的每个字符串都表示一个不含前导零的整数。
返回 nums 中表示第 k 大整数的字符串。
注意：重复的数字在统计时会视为不同元素考虑。例如，如果 nums 是 [""1"",""2"",""2""]，那么 ""2"" 是最大的整数，""2"" 是第二大的整数，""1"" 是第三大的整数。
  示例 1：
输入：nums = [""3"",""6"",""7"",""10""], k = 4
输出：""3""
解释：
nums 中的数字按非递减顺序排列为 [""3"",""6"",""7"",""10""]
其中第 4 大整数是 ""3""
示例 2：
输入：nums = [""2"",""21"",""12"",""1""], k = 3
输出：""2""
解释：
nums 中的数字按非递减顺序排列为 [""1"",""2"",""12"",""21""]
其中第 3 大整数是 ""2""
示例 3：
输入：nums = [""0"",""0""], k = 2
输出：""0""
解释：
nums 中的数字按非递减顺序排列为 [""0"",""0""]
其中第 2 大整数是 ""0""
  提示：
1 <= k <= nums.length <= 104
1 <= nums[i].length <= 100
nums[i] 仅由数字组成
nums[i] 不含任何前导零",27,,8140,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/string/', 'https://leetcode.cn/tag/divide-and-conquer/', 'https://leetcode.cn/tag/quickselect/', 'https://leetcode.cn/tag/sorting/', 'https://leetcode.cn/tag/heap-priority-queue/']",[],19509
评论 (69),minimum-number-of-work-sessions-to-finish-the-tasks,中等,"你被安排了 n 个任务。任务需要花费的时间用长度为 n 的整数数组 tasks 表示，第 i 个任务需要花费 tasks[i] 小时完成。一个 工作时间段 中，你可以 至多 连续工作 sessionTime 个小时，然后休息一会儿。
你需要按照如下条件完成给定任务：
如果你在某一个时间段开始一个任务，你需要在 同一个 时间段完成它。
完成一个任务后，你可以 立马 开始一个新的任务。
你可以按 任意顺序 完成任务。
给你 tasks 和 sessionTime ，请你按照上述要求，返回完成所有任务所需要的 最少 数目的 工作时间段 。
测试数据保证 sessionTime 大于等于 tasks[i] 中的 最大值 。
  示例 1：
输入：tasks = [1,2,3], sessionTime = 3
输出：2
解释：你可以在两个工作时间段内完成所有任务。
- 第一个工作时间段：完成第一和第二个任务，花费 1 + 2 = 3 小时。
- 第二个工作时间段：完成第三个任务，花费 3 小时。
示例 2：
输入：tasks = [3,1,3,1,1], sessionTime = 8
输出：2
解释：你可以在两个工作时间段内完成所有任务。
- 第一个工作时间段：完成除了最后一个任务以外的所有任务，花费 3 + 1 + 3 + 1 = 8 小时。
- 第二个工作时间段，完成最后一个任务，花费 1 小时。
示例 3：
输入：tasks = [1,2,3,4,5], sessionTime = 15
输出：1
解释：你可以在一个工作时间段以内完成所有任务。
  提示：
n == tasks.length
1 <= n <= 14
1 <= tasks[i] <= 10
max(tasks[i]) <= sessionTime <= 15",69,,4842,"['https://leetcode.cn/tag/bit-manipulation/', 'https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/dynamic-programming/', 'https://leetcode.cn/tag/backtracking/', 'https://leetcode.cn/tag/bitmask/']",[],16107
评论 (20),number-of-unique-good-subsequences,困难,"给你一个二进制字符串 binary 。 binary 的一个 子序列 如果是 非空 的且没有 前导 0 （除非数字是 ""0"" 本身），那么它就是一个 好 的子序列。
请你找到 binary 不同好子序列 的数目。
比方说，如果 binary = ""001"" ，那么所有 好 子序列为 [""0"", ""0"", ""1""] ，所以 不同 的好子序列为 ""0"" 和 ""1"" 。 注意，子序列 ""00"" ，""01"" 和 ""001"" 不是好的，因为它们有前导 0 。
请你返回 binary 中 不同好子序列 的数目。由于答案可能很大，请将它对 109 + 7 取余 后返回。
一个 子序列 指的是从原数组中删除若干个（可以一个也不删除）元素后，不改变剩余元素顺序得到的序列。
  示例 1：
输入：binary = ""001""
输出：2
解释：好的二进制子序列为 [""0"", ""0"", ""1""] 。
不同的好子序列为 ""0"" 和 ""1"" 。
示例 2：
输入：binary = ""11""
输出：2
解释：好的二进制子序列为 [""1"", ""1"", ""11""] 。
不同的好子序列为 ""1"" 和 ""11"" 。
示例 3：
输入：binary = ""101""
输出：5
解释：好的二进制子序列为 [""1"", ""0"", ""1"", ""10"", ""11"", ""101""] 。
不同的好子序列为 ""0"" ，""1"" ，""10"" ，""11"" 和 ""101"" 。
  提示：
1 <= binary.length <= 105
binary 只含有 '0' 和 '1' 。",34,,1814,"['https://leetcode.cn/tag/string/', 'https://leetcode.cn/tag/dynamic-programming/']",[],3752
评论 (53),find-cutoff-score-for-each-school,Unknown,,-1,,-1,[],[],-1
评论 (6),maximum-number-of-people-that-can-be-caught-in-tag,Unknown,,-1,,-1,[],[],-1
评论 (40),count-the-number-of-experiments,Unknown,,-1,,-1,[],[],-1
评论 (76),find-the-middle-index-in-array,简单,"给你一个下标从 0 开始的整数数组 nums ，请你找到 最左边 的中间位置 middleIndex （也就是所有可能中间位置下标最小的一个）。
中间位置 middleIndex 是满足 nums[0] + nums[1] + ... + nums[middleIndex-1] == nums[middleIndex+1] + nums[middleIndex+2] + ... + nums[nums.length-1] 的数组下标。
如果 middleIndex == 0 ，左边部分的和定义为 0 。类似的，如果 middleIndex == nums.length - 1 ，右边部分的和定义为 0 。
请你返回满足上述条件 最左边 的 middleIndex ，如果不存在这样的中间位置，请你返回 -1 。
  示例 1：
输入：nums = [2,3,-1,8,4]
输出：3
解释：
下标 3 之前的数字和为：2 + 3 + -1 = 4
下标 3 之后的数字和为：4 = 4
示例 2：
输入：nums = [1,-1,4]
输出：2
解释：
下标 2 之前的数字和为：1 + -1 = 0
下标 2 之后的数字和为：0
示例 3：
输入：nums = [2,5]
输出：-1
解释：
不存在符合要求的 middleIndex 。
示例 4：
输入：nums = [1]
输出：0
解释：
下标 0 之前的数字和为：0
下标 0 之后的数字和为：0
  提示：
1 <= nums.length <= 100
-1000 <= nums[i] <= 1000
  注意：本题与主站 724 题相同：https://leetcode-cn.com/problems/find-pivot-index/",19,,11019,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/prefix-sum/']",[],16936
评论 (63),find-all-groups-of-farmland,中等,"给你一个下标从 0 开始，大小为 m x n 的二进制矩阵 land ，其中 0 表示一单位的森林土地，1 表示一单位的农场土地。
为了让农场保持有序，农场土地之间以矩形的 农场组 的形式存在。每一个农场组都 仅 包含农场土地。且题目保证不会有两个农场组相邻，也就是说一个农场组中的任何一块土地都 不会 与另一个农场组的任何一块土地在四个方向上相邻。
land 可以用坐标系统表示，其中 land 左上角坐标为 (0, 0) ，右下角坐标为 (m-1, n-1) 。请你找到所有 农场组 最左上角和最右下角的坐标。一个左上角坐标为 (r1, c1) 且右下角坐标为 (r2, c2) 的 农场组 用长度为 4 的数组 [r1, c1, r2, c2] 表示。
请你返回一个二维数组，它包含若干个长度为 4 的子数组，每个子数组表示 land 中的一个 农场组 。如果没有任何农场组，请你返回一个空数组。可以以 任意顺序 返回所有农场组。
示例 1：
输入：land = [[1,0,0],[0,1,1],[0,1,1]]
输出：[[0,0,0,0],[1,1,2,2]]
解释：
第一个农场组的左上角为 land[0][0] ，右下角为 land[0][0] 。
第二个农场组的左上角为 land[1][1] ，右下角为 land[2][2] 。
示例 2：
输入：land = [[1,1],[1,1]]
输出：[[0,0,1,1]]
解释：
第一个农场组左上角为 land[0][0] ，右下角为 land[1][1] 。
示例 3：
输入：land = [[0]]
输出：[]
解释：
没有任何农场组。
  提示：
m == land.length
n == land[i].length
1 <= m, n <= 300
land 只包含 0 和 1 。
农场组都是 矩形 的形状。",9,,4266,"['https://leetcode.cn/tag/depth-first-search/', 'https://leetcode.cn/tag/breadth-first-search/', 'https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/matrix/']",[],7159
评论 (62),operations-on-tree,中等,"给你一棵 n 个节点的树，编号从 0 到 n - 1 ，以父节点数组 parent 的形式给出，其中 parent[i] 是第 i 个节点的父节点。树的根节点为 0 号节点，所以 parent[0] = -1 ，因为它没有父节点。你想要设计一个数据结构实现树里面对节点的加锁，解锁和升级操作。
数据结构需要支持如下函数：
Lock：指定用户给指定节点 上锁 ，上锁后其他用户将无法给同一节点上锁。只有当节点处于未上锁的状态下，才能进行上锁操作。
Unlock：指定用户给指定节点 解锁 ，只有当指定节点当前正被指定用户锁住时，才能执行该解锁操作。
Upgrade：指定用户给指定节点 上锁 ，并且将该节点的所有子孙节点 解锁 。只有如下 3 个条件 全部 满足时才能执行升级操作：
指定节点当前状态为未上锁。
指定节点至少有一个上锁状态的子孙节点（可以是 任意 用户上锁的）。
指定节点没有任何上锁的祖先节点。
请你实现 LockingTree 类：
LockingTree(int[] parent) 用父节点数组初始化数据结构。
lock(int num, int user) 如果 id 为 user 的用户可以给节点 num 上锁，那么返回 true ，否则返回 false 。如果可以执行此操作，节点 num 会被 id 为 user 的用户 上锁 。
unlock(int num, int user) 如果 id 为 user 的用户可以给节点 num 解锁，那么返回 true ，否则返回 false 。如果可以执行此操作，节点 num 变为 未上锁 状态。
upgrade(int num, int user) 如果 id 为 user 的用户可以给节点 num 升级，那么返回 true ，否则返回 false 。如果可以执行此操作，节点 num 会被 升级 。
  示例 1：
输入：
[""LockingTree"", ""lock"", ""unlock"", ""unlock"", ""lock"", ""upgrade"", ""lock""]
[[[-1, 0, 0, 1, 1, 2, 2]], [2, 2], [2, 3], [2, 2], [4, 5], [0, 1], [0, 1]]
输出：
[null, true, false, true, true, true, false]

解释：
LockingTree lockingTree = new LockingTree([-1, 0, 0, 1, 1, 2, 2]);
lockingTree.lock(2, 2);    // 返回 true ，因为节点 2 未上锁。
                           // 节点 2 被用户 2 上锁。
lockingTree.unlock(2, 3);  // 返回 false ，因为用户 3 无法解锁被用户 2 上锁的节点。
lockingTree.unlock(2, 2);  // 返回 true ，因为节点 2 之前被用户 2 上锁。
                           // 节点 2 现在变为未上锁状态。
lockingTree.lock(4, 5);    // 返回 true ，因为节点 4 未上锁。
                           // 节点 4 被用户 5 上锁。
lockingTree.upgrade(0, 1); // 返回 true ，因为节点 0 未上锁且至少有一个被上锁的子孙节点（节点 4）。
                           // 节点 0 被用户 1 上锁，节点 4 变为未上锁。
lockingTree.lock(0, 1);    // 返回 false ，因为节点 0 已经被上锁了。
  提示：
n == parent.length
2 <= n <= 2000
对于 i != 0 ，满足 0 <= parent[i] <= n - 1
parent[0] == -1
0 <= num <= n - 1
1 <= user <= 104
parent 表示一棵合法的树。
lock ，unlock 和 upgrade 的调用 总共 不超过 2000 次。",14,,2379,"['https://leetcode.cn/tag/tree/', 'https://leetcode.cn/tag/breadth-first-search/', 'https://leetcode.cn/tag/design/', 'https://leetcode.cn/tag/hash-table/']",[],6116
评论 (180),the-number-of-good-subsets,困难,"给你一个整数数组 nums 。如果 nums 的一个子集中，所有元素的乘积可以表示为一个或多个 互不相同的质数 的乘积，那么我们称它为 好子集 。
比方说，如果 nums = [1, 2, 3, 4] ：
[2, 3] ，[1, 2, 3] 和 [1, 3] 是 好 子集，乘积分别为 6 = 2*3 ，6 = 2*3 和 3 = 3 。
[1, 4] 和 [4] 不是 好 子集，因为乘积分别为 4 = 2*2 和 4 = 2*2 。
请你返回 nums 中不同的 好 子集的数目对 109 + 7 取余 的结果。
nums 中的 子集 是通过删除 nums 中一些（可能一个都不删除，也可能全部都删除）元素后剩余元素组成的数组。如果两个子集删除的下标不同，那么它们被视为不同的子集。
  示例 1：
输入：nums = [1,2,3,4]
输出：6
解释：好子集为：
- [1,2]：乘积为 2 ，可以表示为质数 2 的乘积。
- [1,2,3]：乘积为 6 ，可以表示为互不相同的质数 2 和 3 的乘积。
- [1,3]：乘积为 3 ，可以表示为质数 3 的乘积。
- [2]：乘积为 2 ，可以表示为质数 2 的乘积。
- [2,3]：乘积为 6 ，可以表示为互不相同的质数 2 和 3 的乘积。
- [3]：乘积为 3 ，可以表示为质数 3 的乘积。
示例 2：
输入：nums = [4,2,3,15]
输出：5
解释：好子集为：
- [2]：乘积为 2 ，可以表示为质数 2 的乘积。
- [2,3]：乘积为 6 ，可以表示为互不相同质数 2 和 3 的乘积。
- [2,15]：乘积为 30 ，可以表示为互不相同质数 2，3 和 5 的乘积。
- [3]：乘积为 3 ，可以表示为质数 3 的乘积。
- [15]：乘积为 15 ，可以表示为互不相同质数 3 和 5 的乘积。
  提示：
1 <= nums.length <= 105
1 <= nums[i] <= 30",129,,15155,"['https://leetcode.cn/tag/bit-manipulation/', 'https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/math/', 'https://leetcode.cn/tag/dynamic-programming/', 'https://leetcode.cn/tag/bitmask/']",[],26708
评论 (238),count-special-quadruplets,简单,"给你一个 下标从 0 开始 的整数数组 nums ，返回满足下述条件的 不同 四元组 (a, b, c, d) 的 数目 ：
nums[a] + nums[b] + nums[c] == nums[d] ，且
a < b < c < d
  示例 1：
输入：nums = [1,2,3,6]
输出：1
解释：满足要求的唯一一个四元组是 (0, 1, 2, 3) 因为 1 + 2 + 3 == 6 。
示例 2：
输入：nums = [3,3,6,4,5]
输出：0
解释：[3,3,6,4,5] 中不存在满足要求的四元组。
示例 3：
输入：nums = [1,1,1,3,5]
输出：4
解释：满足要求的 4 个四元组如下：
- (0, 1, 2, 3): 1 + 1 + 1 == 3
- (0, 1, 3, 4): 1 + 1 + 3 == 5
- (0, 2, 3, 4): 1 + 1 + 3 == 5
- (1, 2, 3, 4): 1 + 1 + 3 == 5
  提示：
4 <= nums.length <= 50
1 <= nums[i] <= 100",110,,34216,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/enumeration/']",[],51604
评论 (226),the-number-of-weak-characters-in-the-game,中等,"你正在参加一个多角色游戏，每个角色都有两个主要属性：攻击 和 防御 。给你一个二维整数数组 properties ，其中 properties[i] = [attacki, defensei] 表示游戏中第 i 个角色的属性。
如果存在一个其他角色的攻击和防御等级 都严格高于 该角色的攻击和防御等级，则认为该角色为 弱角色 。更正式地，如果认为角色 i 弱于 存在的另一个角色 j ，那么 attackj > attacki 且 defensej > defensei 。
返回 弱角色 的数量。
  示例 1：
输入：properties = [[5,5],[6,3],[3,6]]
输出：0
解释：不存在攻击和防御都严格高于其他角色的角色。
示例 2：
输入：properties = [[2,2],[3,3]]
输出：1
解释：第一个角色是弱角色，因为第二个角色的攻击和防御严格大于该角色。
示例 3：
输入：properties = [[1,5],[10,4],[4,3]]
输出：1
解释：第三个角色是弱角色，因为第二个角色的攻击和防御严格大于该角色。
  提示：
2 <= properties.length <= 105
properties[i].length == 2
1 <= attacki, defensei <= 105",148,,26953,"['https://leetcode.cn/tag/stack/', 'https://leetcode.cn/tag/greedy/', 'https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/sorting/', 'https://leetcode.cn/tag/monotonic-stack/']",[],65047
评论 (61),first-day-where-you-have-been-in-all-the-rooms,中等,"你需要访问 n 个房间，房间从 0 到 n - 1 编号。同时，每一天都有一个日期编号，从 0 开始，依天数递增。你每天都会访问一个房间。
最开始的第 0 天，你访问 0 号房间。给你一个长度为 n 且 下标从 0 开始 的数组 nextVisit 。在接下来的几天中，你访问房间的 次序 将根据下面的 规则 决定：
假设某一天，你访问 i 号房间。
如果算上本次访问，访问 i 号房间的次数为 奇数 ，那么 第二天 需要访问 nextVisit[i] 所指定的房间，其中 0 <= nextVisit[i] <= i 。
如果算上本次访问，访问 i 号房间的次数为 偶数 ，那么 第二天 需要访问 (i + 1) mod n 号房间。
请返回你访问完所有房间的第一天的日期编号。题目数据保证总是存在这样的一天。由于答案可能很大，返回对 109 + 7 取余后的结果。
  示例 1：
输入：nextVisit = [0,0]
输出：2
解释：
- 第 0 天，你访问房间 0 。访问 0 号房间的总次数为 1 ，次数为奇数。
  下一天你需要访问房间的编号是 nextVisit[0] = 0
- 第 1 天，你访问房间 0 。访问 0 号房间的总次数为 2 ，次数为偶数。
  下一天你需要访问房间的编号是 (0 + 1) mod 2 = 1
- 第 2 天，你访问房间 1 。这是你第一次完成访问所有房间的那天。
示例 2：
输入：nextVisit = [0,0,2]
输出：6
解释：
你每天访问房间的次序是 [0,0,1,0,0,1,2,...] 。
第 6 天是你访问完所有房间的第一天。
示例 3：
输入：nextVisit = [0,1,2,0]
输出：6
解释：
你每天访问房间的次序是 [0,0,1,1,2,2,3,...] 。
第 6 天是你访问完所有房间的第一天。
  提示：
n == nextVisit.length
2 <= n <= 105
0 <= nextVisit[i] <= i",37,,2793,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/dynamic-programming/']",[],8144
